       24889
         1    578858.6250   3532848.5000
         2    578866.3750   3532430.5000
         3    579289.0000   3532348.0000
         4    579267.3750   3532772.0000
         5    578874.1875   3532012.5000
         6    579746.9375   3531835.2500
         7    579676.1875   3532695.5000
         8    578844.0000   3530990.7500
         9    579872.6875   3530951.2500
        10    580765.6250   3530831.7500
        11    580628.4375   3531695.2500
        12    580501.6250   3532578.2500
        13    578518.9375   3536543.0000
        14    579185.3750   3536247.7500
        15    579523.8750   3536726.7500
        16    578995.5625   3537021.0000
        17    579700.8125   3535788.5000
        18    580063.3125   3536443.0000
        19    580582.5625   3537166.0000
        20    579790.7500   3537202.2500
        21    579289.1250   3537424.5000
        22    574772.1250   3534128.7500
        23    574642.1250   3534966.0000
        24    573938.5000   3535088.7500
        25    573977.6250   3534437.0000
        26    574563.5000   3535469.5000
        27    574031.5000   3535713.5000
        28    572995.1875   3536029.0000
        29    573177.8750   3535290.5000
        30    573360.5000   3534552.0000
        31    575770.0625   3538358.7500
        32    576228.9375   3537787.7500
        33    576876.8750   3538225.5000
        34    576399.3125   3538846.2500
        35    576642.6250   3537254.0000
        36    577270.3750   3537602.5000
        37    578069.9375   3537934.7500
        38    577561.1250   3538617.2500
        39    577123.2500   3539372.2500
        40    575114.8750   3542389.2500
        41    574962.6250   3541715.0000
        42    575451.0625   3541544.7500
        43    575596.6250   3542144.7500
        44    574892.8750   3541249.2500
        45    575242.1250   3540985.2500
        46    575878.1875   3540619.5000
        47    575926.9375   3541357.5000
        48    576078.3125   3541900.2500
        49    578415.7500   3519212.5000
        50    578545.0625   3518446.5000
        51    579423.6875   3518324.7500
        52    579303.8750   3519279.5000
        53    578549.7500   3517821.5000
        54    579465.6250   3517350.2500
        55    580381.5625   3516879.0000
        56    580287.0625   3518322.2500
        57    580182.1250   3519342.5000
        58    582113.3750   3519722.2500
        59    581070.5000   3519479.2500
        60    581151.2500   3518522.2500
        61    581985.0000   3518681.5000
        62    581381.0000   3517713.2500
        63    581941.8750   3518073.5000
        64    587015.0000   3517590.0000
        65    586130.6875   3517725.7500
        66    585806.4375   3516955.5000
        67    586752.2500   3516835.5000
        68    585327.0625   3517922.0000
        69    584954.7500   3517202.0000
        70    584424.3750   3516194.7500
        71    585456.9375   3516137.7500
        72    586489.5000   3516080.7500
        73    574699.1250   3531876.7500
        74    575218.3750   3532272.7500
        75    574777.5000   3532924.7500
        76    574271.6875   3532498.7500
        77    575748.3125   3532637.7500
        78    575312.8750   3533328.0000
        79    574332.3125   3533519.0000
        80    573844.2500   3533120.7500
        81    587540.5000   3519099.2500
